ccn,validthru,key,pin,quota
3608-2968-4344-1216,Jul/2022,2031,743,1000
3608-2181-4354-1844,Sep/2020,6480,106,2000
3608-2067-5724-1440,May/2021,3593,574,1800
3608-2067-5638-1999,Feb/2022,6021,258,1200
3608-2067-5407-1518,Dec/2023,2871,858,1100
3608-2968-5132-1109,Dec/2025,4678,729,1600
3608-2507-5988-1428,Aug/2021,4899,682,1500
3608-1333-4951-1278,Sep/2024,3759,970,1000
3608-1682-5632-1220,Jan/2019,2153,554,1000
3608-1395-5724-1686,Feb/2020,5836,773,1200
3608-1682-4711-1188,Apr/2018,3285,049,1900
3608-1395-5489-1255,Sep/2021,3337,487,1000
3608-1333-5691-1198,Dec/2018,3333,978,2000
3608-2751-5459-1837,Sep/2019,4998,771,1200
3608-1395-4038-1668,Dec/2025,5686,966,1100
3608-2751-5333-1001,Jan/2023,5039,514,1600
3608-2588-4344-1001,Apr/2023,2040,539,1800
3608-2067-5407-1693,Mar/2023,4180,267,1100
3608-2507-4342-1189,Apr/2024,3575,746,1600
3608-2067-5152-1188,Jul/2018,2011,395,1000
3608-2181-4342-1693,Apr/2021,6818,006,1800
3608-2067-5766-1745,Sep/2019,6336,648,1800
3608-1721-5551-1194,Oct/2025,4702,906,1400
3608-2181-4711-1589,Jul/2025,2460,326,1500
3608-2751-5756-1014,Sep/2024,7120,141,2000
3608-2181-4580-1129,Jul/2024,3655,323,1300
3608-2507-5407-1244,Jul/2025,6242,034,1600
3608-1721-5691-1744,Mar/2018,6477,775,1700
3608-2181-5634-1129,Nov/2020,7722,525,1800
3608-2507-5766-1255,Jul/2025,2732,169,1100
3608-2751-5988-1705,Jul/2024,7350,421,2000
3608-1192-4394-1109,May/2025,7019,275,2000
3608-2596-5988-1344,Jul/2022,2750,781,1500
3608-2067-4342-1383,Jan/2018,2125,182,1500
3608-2181-4951-1245,Nov/2024,7829,677,2000
3608-1682-5745-1718,Jan/2020,2768,271,1400
3608-2968-5791-1475,Jun/2023,2512,981,1500
3608-1782-4318-1518,Feb/2019,7029,505,2000
3608-1721-5152-1637,Dec/2024,3315,441,1100
3608-1333-4951-1181,Feb/2024,2033,846,1000
3608-2588-4383-1497,Feb/2022,7075,422,1700
3608-2800-4342-1244,Nov/2022,4116,853,1800
3608-2181-4394-1474,Nov/2025,3416,693,1100
3608-1395-5750-1839,Jan/2025,3989,978,1700
3608-2507-5756-1999,Apr/2018,6558,018,1000
3608-1333-5766-1024,May/2022,5464,589,1400
3608-1395-4383-1130,Jun/2018,8003,191,1700
3608-2588-4264-1121,Nov/2024,2086,702,1200
3608-2181-4160-1589,May/2025,5966,931,1600
3608-1192-4354-1428,May/2018,6884,627,1300
3608-2507-4668-1428,Jun/2024,7450,150,1200
3608-2751-5638-1804,Dec/2023,4782,311,1700
3608-2067-5983-1668,Sep/2024,2011,461,1400
3608-1192-4657-1428,Jun/2022,2022,007,1800
3608-1192-4856-1056,Jan/2021,7860,096,1600
3608-2968-5696-1265,Sep/2018,2384,788,1600
3608-1192-5196-1794,Feb/2018,7238,976,1700
3608-1333-4160-1407,Mar/2024,2641,081,1800
3608-1682-4445-1931,Dec/2021,3029,854,1100
3608-2507-4354-1128,Dec/2023,4611,772,1900
3608-1333-5632-1976,Dec/2022,5854,699,1300
3608-2751-5988-1301,Apr/2023,4895,323,1600
3608-2067-5030-1717,May/2023,4726,960,1300
3608-2596-5394-1056,Oct/2024,6037,415,1400
3608-2596-4236-1761,Jul/2025,7544,583,1000
3608-1782-4580-1189,Feb/2023,2735,082,2000
3608-1782-5766-1053,Jun/2020,4850,173,1500
3608-1682-5766-1064,Nov/2021,6280,481,1500
3608-1395-4856-1795,Jan/2022,2132,685,1400
3608-1192-4318-1646,Nov/2025,4649,410,2000
3608-1192-5791-1306,Jan/2018,7362,488,1400
3608-2596-5756-1215,Sep/2021,6505,909,1100
3608-1782-4458-1682,Oct/2025,3408,663,1800
3608-1333-5196-1109,Jul/2022,7026,669,1500
3608-2751-5551-1001,Aug/2020,7309,969,2000
3608-1395-5551-1617,Sep/2021,5386,770,1500
3608-2507-4329-1094,Jul/2022,5258,615,1200
3608-2181-5196-1596,Jun/2024,4835,802,1200
3608-2588-5691-1745,Nov/2023,4928,742,2000
3608-1395-4580-1838,Dec/2020,4779,435,1900
3608-2800-5696-1968,Sep/2020,3533,109,1300
3608-2800-4354-1344,Dec/2022,3776,155,1900
3608-1395-4445-1999,Apr/2021,4038,769,1100
3608-2800-5459-1589,Dec/2021,2252,542,1400
3608-2751-5884-1255,Jul/2023,6784,837,1400
3608-2588-5030-1558,Jan/2025,5020,881,1800
3608-2067-4344-1999,Aug/2025,3566,957,1100
3608-1782-4383-1399,Sep/2019,8012,541,1600
3608-1782-4264-1185,Feb/2025,4631,437,1900
3608-2800-4264-1623,Dec/2019,2844,112,1900
3608-1395-4344-1980,Nov/2023,6677,640,1100
3608-1721-5691-1828,Dec/2023,5469,871,1400
3608-2800-5152-1163,Jan/2025,3463,176,1500
3608-1192-5988-1583,Sep/2019,4011,823,1100
3608-1192-5196-1686,Sep/2018,2312,007,1900
3608-1192-5890-1551,Aug/2021,7987,923,1500
3608-2507-4354-1140,Dec/2025,5863,802,1800
3608-2181-5724-1646,Feb/2018,7009,973,1800
3608-1782-5015-1255,Mar/2019,5515,757,1900
3608-1333-4329-1037,Feb/2018,3321,287,1700
3608-2588-4344-1055,Oct/2022,5751,904,1600
3608-2067-5015-1518,Feb/2020,8024,654,1300
3608-2181-4038-1646,Dec/2019,5375,798,1900
3608-1192-5745-1407,May/2022,5064,463,1800
3608-2751-5407-1646,Nov/2020,6113,431,1200
3608-2507-5750-1804,Dec/2019,5577,827,1100
3608-2588-5766-1056,Mar/2021,6141,662,1100
3608-1192-5132-1476,Mar/2023,7916,494,1300
3608-2067-4329-1804,Sep/2025,5374,805,1800
3608-2800-5791-1220,Feb/2023,7164,175,1000
3608-1782-4580-1381,Sep/2022,5748,614,1700
3608-1782-5196-1465,Jan/2024,2155,896,1700
3608-1782-5756-1220,Jan/2022,6376,674,1000
3608-1782-4342-1182,Aug/2020,5512,600,1300
3608-2596-5632-1001,Oct/2022,2996,065,1200
3608-2968-5132-1381,Aug/2022,5268,817,1000
3608-2596-5638-1603,Apr/2023,4529,526,1500
3608-2067-4005-1001,Nov/2022,5215,643,1500
3608-2751-4383-1631,Apr/2021,4188,985,1900
3608-2751-4288-1198,Dec/2025,3786,690,2000
3608-2751-5132-1761,Sep/2018,2238,488,1300
3608-2181-5696-1361,Nov/2018,7383,566,1800
3608-2596-5489-1301,Jul/2020,6884,781,1900
3608-2507-4354-1613,Nov/2021,7556,697,1600
3608-2751-5015-1217,Nov/2023,6082,287,1300
3608-2596-5988-1278,Mar/2019,5958,010,1500
3608-2067-5634-1629,Mar/2018,7001,036,1800
3608-2067-5470-1435,Mar/2022,6721,129,1500
3608-2588-4318-1068,May/2024,5659,254,1000
3608-2968-5551-1475,Nov/2023,5906,070,1500
3608-2507-5745-1037,Nov/2024,4389,366,1900
3608-2181-4711-1344,Aug/2025,3199,363,1900
3608-2596-4394-1054,Mar/2020,5011,568,1800
3608-2588-5756-1244,Apr/2022,6761,656,1000
3608-1782-5632-1718,Feb/2021,4665,255,1600
3608-2751-5632-1558,Feb/2018,2080,049,1300
3608-2588-4994-1377,Apr/2020,4103,674,1500
3608-1395-5470-1660,Aug/2025,3640,216,1400
3608-2588-5983-1014,Oct/2020,6713,962,1900
3608-2800-4383-1838,Dec/2021,4484,033,1000
3608-1782-4711-1717,Aug/2019,5992,087,1000
3608-2507-4383-1693,Feb/2025,5445,794,1900
3608-1721-4264-1660,Dec/2019,5502,387,1400
3608-1721-4342-1053,Apr/2025,3422,093,1800
3608-1782-5333-1673,Jul/2023,5136,131,1800
3608-1395-4445-1614,Jan/2019,2946,307,1600
3608-2596-5756-1163,Jul/2019,2025,000,1700
3608-2067-4994-1157,Aug/2019,7025,653,1600
3608-1333-5551-1278,Jul/2018,4429,327,1500
3608-1682-5407-1394,Aug/2019,6679,391,2000
3608-1682-4354-1265,Oct/2025,4482,818,2000
3608-1333-5459-1300,Dec/2023,3916,260,1600
3608-1333-4445-1960,Oct/2022,2273,935,1200
3608-2067-4394-1306,Jun/2021,4407,957,1300
3608-2751-4383-1255,Jun/2019,2697,519,1700
3608-1721-5724-1844,Aug/2020,2033,195,1800
3608-2588-5988-1936,Jan/2025,4287,192,1900
3608-2181-5038-1130,Dec/2022,2153,282,1400
3608-1333-5030-1593,Jul/2025,5192,104,1300
3608-1682-4329-1572,Feb/2021,6607,058,1100
3608-1782-4354-1344,Jul/2019,2731,493,1200
3608-2751-4318-1589,Sep/2020,2809,176,1600
3608-1782-5983-1220,Nov/2025,4371,503,1100
3608-2181-5551-1024,Feb/2019,6375,285,1200
3608-2588-4994-1300,Feb/2022,3648,229,1100
3608-1333-5691-1355,Nov/2024,7646,909,1600
3608-2588-4657-1128,Jun/2019,7025,775,1900
3608-1333-5791-1181,Oct/2023,7538,381,1900
3608-1333-4951-1053,Jan/2018,5463,569,1100
3608-2968-4394-1009,Jan/2023,7226,404,1600
3608-2181-4160-1821,Dec/2019,2869,292,1300
3608-1682-5724-1383,Jul/2022,3169,839,1800
3608-1682-5638-1009,Jan/2019,4829,260,1100
3608-1682-4668-1761,Feb/2024,2568,324,1200
3608-1682-5696-1009,Dec/2024,6349,112,1900
3608-1395-4005-1794,Dec/2023,7352,941,1900
3608-2181-4318-1032,Apr/2018,7792,614,1800
3608-2968-4523-1839,Sep/2025,6023,558,2000
3608-1395-4288-1856,Jan/2020,5639,980,1000
3608-2800-5791-1589,Sep/2022,3113,201,1000
3608-2507-4711-1361,Oct/2020,2365,916,1400
3608-1682-5988-1804,Feb/2020,6949,385,1600
3608-2800-4158-1976,Jan/2018,4321,441,1400
3608-2067-4160-1214,May/2022,2389,475,1500
3608-2800-4458-1603,Feb/2021,4248,599,1400
3608-2067-5632-1194,Dec/2019,3168,912,1400
3608-1721-5459-1518,Nov/2024,7947,630,1200
3608-1395-5333-1009,Jun/2022,2710,431,2000
3608-2067-5750-1892,Mar/2018,7276,289,1500
3608-1721-4318-1537,Jun/2018,6499,341,2000
3608-1682-5030-1821,Jan/2024,3717,831,1600
3608-1782-5196-1637,Nov/2022,5995,023,1600
3608-2507-5459-1593,Jun/2024,3099,206,1400
3608-2507-4160-1474,Dec/2022,2607,974,1900
3608-1192-4354-1686,Dec/2022,5350,478,1900
3608-1721-4005-1121,Jun/2019,7403,064,1300
3608-1333-5030-1718,Sep/2024,4371,235,1200
3608-1192-5696-1668,Apr/2022,8019,229,1500
3608-2067-4856-1795,Dec/2022,5150,184,1300
3608-1721-5638-1931,Jun/2020,2880,484,2000
3608-1395-5696-1900,Oct/2018,7163,071,1800
3608-1192-4038-1255,May/2018,6318,063,1200
3608-1682-5791-1589,Aug/2023,4305,666,1100
3608-1721-5696-1189,Mar/2021,7587,513,1200
3608-2507-5470-1558,May/2024,3585,617,1300
3608-2507-4318-1355,Apr/2025,8025,857,1600
3608-2067-5132-1128,Oct/2024,6062,830,1300
3608-2588-5884-1474,Feb/2024,7363,760,1500
3608-1721-4354-1589,Sep/2025,7971,364,1000
3608-2507-5632-1693,Apr/2022,5420,866,1100
3608-2968-4342-1983,Feb/2020,6586,525,1800
3608-2596-5988-1916,Jun/2019,7103,499,1100
3608-1682-5015-1182,Nov/2024,3783,407,1500
3608-2588-4856-1399,Feb/2024,2006,798,1500
3608-2067-5458-1428,Jan/2019,5448,469,1800
3608-1333-4038-1274,Mar/2018,3477,638,1800
3608-1721-5791-1322,Sep/2023,4609,936,1300
3608-1192-5884-1828,Dec/2018,3877,299,1600
3608-2968-4038-1121,May/2018,2300,827,1500
3608-1333-4394-1999,Aug/2020,5535,764,1200
3608-1682-5038-1593,Jun/2024,6723,833,1200
3608-1333-4344-1551,Jul/2020,2903,179,1300
3608-2800-5756-1931,Apr/2020,6975,071,1800
3608-2968-5038-1301,Sep/2021,8029,212,1400
3608-2507-5458-1745,Nov/2022,7879,280,1500
3608-1333-4342-1130,Nov/2021,6025,112,1500
3608-2968-4445-1717,Sep/2023,5892,096,1200
3608-1395-5407-1931,Nov/2018,6436,252,1500
3608-1782-4318-1052,Aug/2024,4581,470,1600
3608-1333-4158-1383,Dec/2025,6098,890,1900
3608-2968-5132-1094,Jun/2019,5209,561,1000
3608-1192-5696-1828,Sep/2020,2656,615,1200
3608-1333-5489-1220,Jan/2020,7221,365,1400
3608-2588-5015-1185,Sep/2022,5837,350,1200
3608-1395-4158-1476,Jan/2024,2546,151,1500
3608-2588-5038-1804,Jan/2025,3595,977,1000
3608-1682-5489-1465,Dec/2019,2010,170,1900
3608-2800-5766-1217,Jul/2022,2042,676,2000
3608-2181-5407-1497,Apr/2025,4511,074,1700
3608-1333-5634-1558,Dec/2025,5804,524,1100
3608-2067-4329-1407,Aug/2020,6932,632,1800
3608-2181-4342-1637,Feb/2023,4306,798,1000
3608-2181-5632-1216,Sep/2019,2359,310,1700
3608-2588-4580-1631,Nov/2025,2976,893,2000
3608-2067-5691-1614,Mar/2021,4037,967,1900
3608-2800-5407-1838,Oct/2021,7070,306,2000
3608-2596-4394-1856,Sep/2019,4243,933,1100
3608-1782-4160-1301,Aug/2021,6717,434,1700
3608-1333-4354-1856,Nov/2020,5958,566,1500
3608-2067-5724-1216,Feb/2020,4156,883,1600
3608-2968-5638-1121,Oct/2020,2281,519,1300
3608-2588-4342-1497,Jan/2025,5357,320,1500
3608-2751-5791-1157,Mar/2019,5597,538,1600
3608-1782-5691-1435,Apr/2019,3846,991,1900
3608-1395-4657-1837,May/2018,6270,014,1800
3608-2067-4354-1844,Nov/2019,6455,044,2000
3608-2596-4344-1053,Dec/2019,3815,571,1200
3608-2800-4458-1055,May/2023,2185,083,1100
3608-2596-4856-1190,Jun/2021,7539,692,1400
3608-1333-5470-1440,May/2018,4698,524,2000
3608-1333-5691-1217,Feb/2023,2933,832,1200
3608-1782-5766-1194,Nov/2025,7276,331,2000
3608-1782-4038-1682,May/2018,5253,706,1600
3608-1721-4951-1693,Nov/2024,2651,328,1900
3608-1682-5988-1322,Jul/2022,2561,827,1300
3608-1682-5394-1055,Aug/2022,4639,177,1600
3608-2800-4236-1190,Jun/2020,3249,653,1400
3608-2067-4668-1623,Dec/2024,2588,142,2000
3608-2588-5983-1935,Nov/2022,2946,921,2000
3608-2507-5196-1795,May/2025,2472,872,1000
3608-2968-5724-1190,Apr/2022,6794,031,1400
3608-1682-4580-1465,Nov/2020,2578,643,1600
3608-2751-4383-1301,Dec/2023,6506,363,1300
3608-1782-5152-1094,Dec/2019,5193,219,1900
3608-2596-4354-1668,Sep/2024,3784,967,1900
3608-1395-4394-1583,Sep/2021,7497,700,1500
3608-1192-4445-1134,Apr/2024,6792,774,1700
3608-2507-5038-1215,Jul/2024,7330,060,1600
3608-1333-4394-1355,Feb/2024,2981,003,1300
3608-1192-4158-1558,May/2018,6795,209,1400
3608-1192-5459-1497,May/2021,6073,470,1500
3608-2507-5696-1377,Jun/2021,2643,229,1800
3608-2800-5132-1128,Jun/2025,2021,650,2000
3608-2181-5407-1936,Mar/2020,5300,320,1300
3608-2596-4951-1157,Oct/2023,3950,821,1000
3608-1333-4038-1361,Feb/2020,7275,153,1800
3608-1395-5988-1056,Jan/2021,6702,483,1100
3608-2181-5745-1190,Jun/2023,2033,910,1200
3608-2507-5696-1744,Dec/2018,5110,562,1500
3608-1682-4158-1856,Jan/2019,3225,867,1400
3608-1333-5691-1435,Jul/2021,5934,573,1900
3608-2507-5551-1583,Oct/2024,6387,922,1000
3608-2751-5015-1185,Jun/2024,2826,745,1700
3608-2507-4445-1094,Jan/2020,7846,985,1800
3608-2181-5724-1558,Dec/2021,6581,497,1100
3608-1395-5470-1351,Jun/2024,6553,627,1400
3608-2596-4318-1038,Feb/2018,5289,773,1200
3608-2181-5691-1589,Nov/2018,2874,885,1700
3608-1395-4005-1129,Jun/2022,4255,861,1800
3608-2067-4288-1613,Jan/2020,4902,527,1000
3608-1721-5988-1980,Oct/2022,3471,000,1100
3608-1682-5988-1551,Oct/2020,4004,975,1000
3608-2751-5756-1134,May/2019,7635,238,1600
3608-2596-5030-1351,May/2022,7705,563,1000
3608-1721-4951-1968,Apr/2021,6604,086,1600
3608-1782-4580-1129,Apr/2018,2211,191,1200
3608-1782-5632-1629,Jul/2024,2078,603,1800
3608-2067-4158-1475,Apr/2020,6638,021,1600
3608-2596-5152-1407,Oct/2019,6990,764,1000
3608-1782-5890-1497,Mar/2018,7663,187,1500
3608-1395-5333-1214,Jan/2024,7253,252,2000
3608-1395-5470-1053,Jan/2022,6705,626,1000
3608-1333-4236-1217,Sep/2018,7381,242,1100
3608-2181-5884-1377,May/2024,3238,332,1300
3608-2588-4005-1128,Apr/2018,5351,634,1500
3608-1721-4383-1157,Sep/2022,2849,235,1300
3608-2968-4994-1597,Dec/2023,3864,274,1800
3608-2067-5884-1980,Nov/2019,6020,292,1800
3608-2751-5030-1215,Aug/2024,6106,557,1800
3608-2800-5551-1377,Aug/2022,4812,165,1000
3608-2800-5756-1999,Aug/2025,4740,656,1300
3608-2968-5750-1915,Sep/2021,2390,179,1500
3608-2588-5551-1355,Jun/2019,4350,518,1400
3608-2968-5458-1064,Feb/2020,4224,023,1800
3608-2181-5459-1629,Mar/2025,6284,342,1200
3608-1192-4038-1718,Feb/2018,5024,192,1200
3608-1333-5015-1129,Apr/2023,6716,450,1300
3608-2067-5890-1693,Jan/2018,3547,504,1300
3608-2596-4394-1274,Apr/2025,7222,230,1500
3608-1682-5394-1278,Oct/2020,5757,450,1000
3608-2588-4458-1804,Apr/2025,6847,788,1600
3608-1721-4458-1613,Mar/2019,2820,065,1600
3608-2800-4580-1537,Jan/2020,4526,568,1000
3608-2507-4580-1744,Nov/2025,5307,976,1200
3608-2588-5459-1744,Apr/2021,5946,666,1500
3608-2507-5638-1629,May/2020,2484,021,1800
3608-2596-5638-1274,Sep/2025,7777,647,1000
3608-2800-4383-1821,Jan/2021,3603,651,1500
3608-2588-5015-1068,Jun/2021,7523,048,1400
3608-2181-4951-1198,Oct/2025,7009,962,1900
3608-2588-5470-1128,Jun/2021,7137,393,1500
3608-2751-5459-1407,Apr/2019,3214,455,1200
3608-1395-4394-1935,Mar/2022,6684,671,1100
3608-1682-4657-1301,Feb/2018,7260,514,1500
3608-1721-4264-1322,Sep/2020,6991,324,1300
3608-2067-4236-1068,Jul/2022,7199,392,1100
3608-1682-4342-1068,Jul/2018,2622,270,1300
3608-2181-4318-1718,Dec/2023,2505,452,1700
3608-1192-4318-1497,May/2025,7568,208,1000
3608-1192-5890-1214,Dec/2025,7607,962,1900
3608-2181-5459-1054,Mar/2023,4908,231,1100
3608-1721-5459-1745,Mar/2023,3931,255,1800
3608-1682-4523-1589,Jun/2024,8011,816,1500
3608-2751-4288-1215,May/2021,7999,935,1800
3608-1395-4458-1980,Sep/2020,5594,447,1400
3608-1395-5551-1355,Jun/2018,2844,404,2000
3608-2800-5470-1163,Jun/2025,3269,199,1300
3608-2067-5983-1673,Oct/2021,6887,453,1700
3608-2588-4344-1551,Apr/2023,7683,853,1200
3608-2751-5791-1583,Apr/2019,2839,040,1700
3608-1682-4329-1475,Aug/2020,4012,835,1400
3608-1395-4354-1130,Dec/2023,5556,277,1800
3608-2507-4951-1631,Aug/2020,3172,615,1800
3608-2968-5407-1245,Dec/2018,3281,613,2000
3608-2751-5766-1682,Dec/2023,3543,696,1500
3608-2588-4383-1189,Sep/2018,4233,711,1600
3608-2751-4344-1185,Dec/2021,7157,566,1300
3608-2596-5038-1572,Aug/2022,6531,203,1900
3608-2588-5890-1518,Oct/2018,2791,974,1600
3608-2968-5407-1188,Jun/2020,4297,523,2000
3608-2181-5890-1596,Jan/2023,2508,565,1900
3608-1333-5152-1844,Oct/2021,3494,873,1500
3608-2067-4458-1355,Apr/2022,2427,689,2000
3608-1682-5030-1931,Feb/2018,2955,070,1100
3608-1682-5745-1301,Jun/2023,3690,578,1800
3608-1721-4383-1718,Sep/2022,3120,088,1600
3608-2968-5724-1052,May/2022,5175,181,1900
3608-2800-5632-1795,Jul/2022,4923,326,2000
3608-2596-4236-1637,May/2025,3230,570,1300
3608-1721-5407-1892,Jun/2021,5255,932,1400
3608-2968-5132-1052,Nov/2020,6879,509,1200
3608-2596-5983-1617,Aug/2025,6467,074,2000
3608-2751-5394-1300,Oct/2018,4475,017,1700
3608-1192-5394-1054,Jul/2023,6718,248,1100
3608-2596-5333-1593,Nov/2025,3798,764,1100
3608-1395-4038-1558,Oct/2024,4884,100,1200
3608-1395-4445-1837,Dec/2019,5824,878,1100
3608-1782-5551-1537,Apr/2020,2334,185,1200
3608-2067-5551-1660,May/2021,2495,112,1500
3608-2507-5884-1960,Nov/2023,5472,056,1600
3608-2751-4856-1558,Mar/2019,6304,538,1000
3608-2588-5015-1157,Jun/2018,4124,669,1800
3608-2800-4005-1614,Feb/2022,6410,962,1800
3608-1682-5152-1617,Aug/2019,2824,343,1800
3608-2067-5407-1053,Dec/2020,3884,275,1300
3608-1333-4344-1054,Sep/2021,4657,794,1400
3608-1721-5407-1038,Apr/2021,7831,121,1500
3608-1192-5015-1009,Jan/2022,2371,298,1200
3608-1395-4994-1344,Dec/2020,5773,673,1200
3608-1333-5333-1182,Mar/2024,5732,227,1800
3608-2596-5696-1693,Sep/2024,7159,168,1600
3608-2181-5458-1163,Mar/2021,4151,794,1400
3608-1192-4160-1129,Sep/2019,5851,125,1000
3608-1395-5983-1682,Jul/2020,6362,132,1600
3608-1192-5132-1038,Mar/2024,4496,051,2000
3608-2751-5724-1300,Oct/2021,6710,644,2000
3608-2588-5458-1597,Oct/2023,5822,697,2000
3608-2800-5470-1024,Mar/2019,5773,616,1500
3608-1395-5634-1551,Jan/2022,2069,389,1000
3608-1192-5458-1537,Jun/2024,2090,140,2000
3608-2800-5724-1274,Feb/2025,8017,292,1400
3608-2067-4523-1617,Feb/2023,2292,184,1400
3608-1333-4394-1583,Nov/2020,4872,081,2000
3608-2181-4445-1597,Jun/2020,5860,214,1800
3608-1682-4580-1216,Sep/2020,2291,236,1600
3608-1782-5551-1244,Jul/2020,6580,656,1200
3608-2507-4329-1194,Oct/2018,4564,913,1400
3608-1333-5634-1188,May/2021,3492,807,1900
3608-1395-4445-1351,Sep/2023,6011,580,2000
3608-2751-4236-1278,Apr/2023,5774,460,1400
3608-1192-5745-1761,Jan/2018,5832,046,2000
3608-1682-4236-1182,Mar/2020,3017,344,1100
3608-2507-4580-1476,Mar/2022,5593,206,1200
3608-2588-5791-1185,Jun/2023,3730,579,1800
3608-2968-5750-1629,Mar/2024,3517,492,1500
3608-2800-4580-1361,Nov/2018,7012,509,1000
3608-1395-5152-1322,Apr/2022,4119,230,1100
3608-1721-5038-1265,Apr/2018,6320,318,1400
3608-2968-5691-1682,Jan/2020,7051,947,2000
3608-1721-5030-1795,May/2023,6290,379,1600
3608-1782-5407-1572,Jun/2024,5872,489,1200
3608-1682-4856-1274,Dec/2023,6161,011,2000
3608-2968-5983-1693,Mar/2025,7282,804,1100
3608-2596-5152-1245,Sep/2024,4968,411,1700
3608-1782-5691-1572,Aug/2023,3361,027,1400
3608-1192-5394-1804,May/2023,7925,472,2000
3608-1782-4458-1055,May/2024,3398,950,1300
3608-2751-5890-1892,May/2022,6956,313,1300
3608-2800-4394-1214,Nov/2024,4962,062,1900
3608-2751-4951-1745,Jan/2024,2093,998,1500
3608-1682-5333-1744,Jun/2018,5047,909,1400
3608-2968-5030-1216,Dec/2022,4083,745,1100
3608-1333-4158-1613,Oct/2020,5059,989,1400
3608-1782-4005-1244,Aug/2025,6851,940,1300
3608-1782-5750-1182,Jan/2024,5901,024,1800
3608-2968-4668-1475,May/2020,7282,974,1600
3608-1333-5333-1194,Apr/2018,2109,609,2000
3608-1395-4394-1245,Jun/2024,7090,553,1300
3608-1782-4657-1428,May/2025,7212,569,2000
3608-2181-4951-1551,Mar/2021,2208,337,1100
3608-2588-5638-1931,Jan/2022,7445,116,1800
3608-2507-5196-1274,Mar/2022,5546,135,1600
3608-1782-4344-1705,Jul/2022,6739,076,1700
3608-1721-4994-1837,Mar/2021,2771,977,1400
3608-2181-5459-1717,Jul/2025,6142,325,1900
3608-2800-4951-1055,May/2022,3174,831,1500
3608-1682-4329-1052,Nov/2023,7679,926,1200
3608-1721-4264-1983,Dec/2023,6206,537,1300
3608-2596-4329-1980,Feb/2018,6385,959,1400
3608-2588-4445-1140,May/2025,4526,635,1000
3608-2596-4160-1407,Dec/2024,5418,174,1900
3608-2751-5030-1381,Nov/2025,4639,065,1900
3608-1782-4580-1278,Jan/2020,2444,509,1500
3608-2588-5791-1344,Feb/2019,5853,860,1700
3608-1192-5333-1188,Jan/2018,6229,828,1100
3608-1395-4288-1094,Feb/2021,4917,694,1400
3608-2968-5890-1300,Jun/2025,5100,828,1800
3608-2067-5745-1109,Mar/2020,6970,774,1300
3608-1682-5196-1597,Sep/2025,2926,234,1800
3608-2800-5394-1497,Sep/2024,3324,040,1700
3608-2588-4288-1558,May/2022,5189,684,1200
3608-2751-5890-1220,Aug/2020,5214,486,2000
3608-1333-5038-1839,Sep/2025,5083,303,1800
3608-2800-5884-1631,Jun/2019,1968,493,1200
3608-2968-4458-1623,Jul/2018,6026,203,1900
3608-1782-4342-1718,Mar/2022,4561,681,1900
3608-1395-5745-1292,Jan/2022,2188,759,1900
3608-1395-5745-1744,Mar/2019,4955,348,1300
3608-1782-4342-1361,Mar/2018,4104,103,1600
3608-1333-5551-1064,Jan/2021,4674,352,1900
3608-2800-5791-1614,Apr/2023,7978,550,1700
3608-2968-5745-1936,Jan/2020,6352,051,1300
3608-2181-5724-1128,Dec/2023,2665,279,1100
3608-2507-4394-1804,Dec/2023,6834,555,1700
3608-2968-4038-1055,Mar/2020,3805,867,1400
3608-2067-5691-1844,Nov/2022,4096,793,1900
3608-2751-5470-1220,Apr/2019,7789,991,1000
3608-1782-4005-1440,Mar/2024,7387,025,2000
3608-2968-4329-1215,Nov/2023,6399,784,1300
3608-2588-5038-1686,Dec/2022,6770,204,1800
3608-1395-5691-1255,Apr/2019,7263,820,1100
3608-1333-5394-1053,Dec/2018,4783,170,1700
3608-2968-5196-1660,Aug/2025,6703,971,1100
3608-2968-5196-1745,Feb/2022,3171,241,1200
3608-2507-5132-1980,Aug/2024,2125,209,2000
3608-1192-5152-1761,Jan/2025,4573,501,1500
3608-2067-5459-1188,Jan/2025,2071,362,2000
3608-1682-4994-1440,Feb/2019,1964,757,1800
3608-1395-4038-1361,Aug/2022,6601,419,1500
3608-1395-5333-1181,Nov/2018,7691,468,1200
3608-1333-4005-1999,Mar/2019,5335,006,1700
3608-1682-5745-1593,Feb/2020,5892,782,2000
3608-2800-5459-1999,Aug/2022,5992,415,1100
3608-1192-5745-1220,Jun/2024,4593,312,1900
3608-1682-5988-1900,Feb/2021,1971,382,1900
3608-2751-5470-1960,Aug/2019,4921,468,1900
3608-1192-5407-1055,Aug/2020,8048,380,1600
3608-1782-4318-1157,Jan/2024,5926,972,1300
3608-1721-5791-1300,Jan/2023,6894,984,2000
3608-2751-4668-1351,Dec/2023,2690,532,1300
3608-2181-5632-1660,Feb/2025,4443,596,1800
3608-1333-5030-1475,Mar/2022,6963,459,1400
3608-2596-5394-1094,Jan/2020,6449,075,2000
3608-2968-5724-1837,Dec/2024,6509,674,1100
3608-1395-5745-1121,Nov/2019,4240,480,1800
3608-1395-5407-1686,Nov/2024,2724,795,1900
3608-2507-4342-1134,Jan/2020,6936,914,1200
3608-1192-5551-1194,Mar/2021,4688,023,1800
3608-2596-5152-1351,Aug/2025,2544,715,1200
3608-1192-4038-1593,Nov/2020,5083,559,1500
